name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,unknown_teff,unknown_age,unknown_radius,unknown_period,unknown_impact,unknown_mag_v
61 Vir d,Confirmed,,0.008,0.008,0.072,0.008,0.008,,,,123.01,0.55,0.55,0.476,0.001,0.001,0.35,0.09,0.09,,,,0.055869,2009,2023-08-28,314.0,20.0,20.0,2453369.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 115617 d,,61 Vir,199.6,-18.3111111,4.74,,,,,8.52,0.05,0.05,-0.01,,,0.95,0.03,0.03,0.94,0.029,0.029,G5V,8.96,3.0,3.0,5531.0,,,Imaging,,HD 115617,False,False,True,False,True,False
70 Vir Ab,Confirmed,,,,6.6,,,,,,116.67,0.01,0.01,0.48,,,0.43,,,,,,0.021818,1996,2025-02-11,2.1,2.0,2.0,2448990.403,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,70 Vir A,202.1083333,13.7866667,5.0,,,,,22.0,,,-0.11,,,0.92,,,1.968,0.047,0.047,G4 V,7.09,,,5432.0,,,IR Excess,,"HD 117176, GJ 512.1",False,False,True,False,True,False
79 Cet Ab,Confirmed,,0.03,0.03,0.215,0.03,0.03,,,,75.82,0.4,0.4,0.35,,,0.28,0.15,0.15,,,,0.009749,2000,2024-07-29,41.0,22.0,22.0,2451547.2,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 16141 b,,79 Cet A,38.8291667,-3.5605556,6.78,,,,,35.9,,,0.02,,,1.01,,,1.0,,,G5 IV,7.76,,,5533.0,,,,,"HD 16141, HIP 12048",False,False,True,False,True,False
82 Eri b,Confirmed,,0.00053,0.00053,0.00676,0.00053,0.00053,,,,18.3142,0.002,0.002,0.1257,0.0005,0.0005,0.065,0.046,0.065,,,,0.019917,2011,2024-11-04,26.0,5.0,27.0,246083.26,0.54,0.54,,,,,,,,,,,,,,,,,,,0.61,0.05,0.05,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"e Eri b, HD 20794 b",,82 Eri,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,G8V,14.0,5.0,6.0,5490.0,70.0,70.0,IR Excess,,"e Eri, HD 20794, GJ 139",False,False,True,False,True,False
82 Eri c,Confirmed,,0.0025,0.0016,0.00793,0.0025,0.0016,,,,89.68,0.1,0.1,0.3625,0.0016,0.0016,0.077,0.055,0.084,,,,0.033597,2011,2024-11-04,,,,2460356.2,4.5,5.2,,,,,,,,,,,,,,,,,,,0.5,0.05,0.05,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"HD 20794 c, e Eri c",,82 Eri,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,G8V,14.0,5.0,6.0,5490.0,70.0,70.0,IR Excess,,"e Eri, HD 20794, GJ 139",False,False,True,False,True,False
82 Eri e,Confirmed,,0.00271,0.00302,0.01501,0.00271,0.00302,,,,147.02,0.91,1.43,0.509,0.006,0.006,0.29,0.17,0.14,,,,,2017,2024-05-28,268.0,32.0,47.0,,,,,,,,,,,,,,,,,,,,,,0.69,0.13,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"e Eri e, HD 20794 e",,82 Eri,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.018,0.9,0.03,0.03,G8V,14.0,5.0,6.0,5490.0,70.0,70.0,IR Excess,,"e Eri, HD 20794, GJ 139",False,False,True,False,True,False
8 Umi b,Confirmed,,0.06,0.06,1.65,0.06,0.06,,,,93.31,0.06,0.06,0.462,0.006,0.006,0.062,0.18,0.18,,,,,2015,2024-01-11,53.8,26.0,30.0,2457601.379,6.9,7.8,,,,,,,,,,,,,,,,,,,56.1,1.7,1.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"C, Mg, N, Y",8 Umi,224.200000016,74.900833352,6.83,,,,,159.1,11.0,11.0,-0.03,0.02,0.02,1.8,0.1,0.1,9.9,0.4,0.4,K0,1.7,0.2,0.2,4847.4,7.5,7.5,,,,False,False,True,False,True,False
BD-08 2823 c,Confirmed,,0.03,0.03,0.33,0.03,0.03,,,,237.6,1.5,1.5,0.68,0.02,0.02,0.19,0.09,0.09,,,,0.016114,2009,2019-06-13,127.0,21.0,21.0,2454193.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD-08 2823,150.2,-9.5166667,9.86,,,,,42.2,2.9,2.9,-0.07,0.03,0.03,0.74,0.07,0.07,,,,K3V,4.5,4.0,4.0,4746.0,63.0,63.0,,,,False,False,True,False,True,False
BD+14 4559 b,Confirmed,,,,1.47,,,,,,268.94,0.99,0.99,0.777,,,0.29,0.03,0.03,,,,0.01554,2009,2016-02-23,87.64,7.87,7.87,2453294.21,6.35,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+14 4559,318.4,14.6894444,9.63,,,,,50.0,4.0,4.0,0.1,0.07,0.07,0.86,0.15,0.15,,,,K2V,,,,5008.0,20.0,20.0,,,,False,True,True,False,True,False
BD+15 2940 b,Confirmed,,,,1.11,,,,,,137.48,0.34,0.34,0.539,,,0.26,0.1,0.1,,,,,2013,2013-04-30,302.0,33.0,33.0,2453464.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+15 2940,240.0958,15.5469,9.19,,,,,585.0,455.0,455.0,0.28,0.07,0.07,1.1,0.2,0.2,14.7,2.8,2.8,K0,7.1,4.2,4.2,4796.0,117.0,117.0,,,,False,False,True,False,True,False
BD+55 362 b,Confirmed,,0.08,0.08,0.72,0.08,0.08,,,,265.59,1.04,1.04,0.78,0.05,0.05,0.27,0.06,0.06,,,,,2021,2021-05-21,225.56,62.43,62.43,2458194.19,12.3,12.3,,,,,,,,,,,,,,,,,,,25.12,1.74,1.74,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+55 362,23.962500017,56.699166693,9.2,,,,,52.65,0.1,0.1,,,,,,,,,,K3,,,,,,,,,,True,True,True,False,True,False
Eps Ind Ab,Confirmed,6.31,0.56,0.6,,,,,,,,,,28.4,7.2,10.0,0.4,0.18,0.15,98.73,11.5,9.5,,2018,2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,HD 209100 b,,eps Ind A,330.841666674,-56.786111129,4.69,,2.89,2.35,2.237,3.6384,0.0013,0.0013,-0.134,0.0254,0.0254,0.762,0.038,0.038,0.738,0.0623,0.0623,K5V,3.5,1.3,0.8,4611.0,0.062,0.062,,,"GJ 845 A, HD 209100, SOZ 1 A",False,False,True,True,True,False
Gaia22dkv b,Confirmed,0.5,0.05,0.05,,,,,,,,,,1.63,0.17,0.17,,,,,,,,2023,2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,Gaia22dkv,151.770833335,-66.180833348,,,,,,1350.0,90.0,90.0,,,,1.24,0.6,0.6,,,,,,,,,,,,,,True,True,True,True,True,True
GJ 176 c,Confirmed,,0.0113,0.013,0.0233,0.0113,0.013,,,,28.586,0.052,0.047,0.146,0.012,0.015,0.02,0.02,0.21,,,,0.019108,2019,2025-04-16,,,,,,,,,,,,,,,,,,,,,,2454291.07,0.31,0.31,2.43,1.08,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 176,70.7333333,18.9580556,9.97,,6.462,5.824,5.607,9.42,0.22,0.22,-0.1,0.2,0.2,0.49,0.014,0.014,0.53,,,M2.5V,,,,,,,,,,True,True,True,False,True,False
GJ 2030 Ab,Confirmed,,0.002,0.002,0.014,0.002,0.002,,,,,,,0.034,0.002,0.002,0.246,0.073,0.073,,,,,2022,2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 21019 b,,GJ 2030 A,50.82375,-7.793565,6.23,,4.9,4.58,4.42,37.0788,0.06455,0.06455,-0.4,0.1,0.1,0.96,0.124,0.124,2.24,0.0956,0.0956,G5IV,,,,5485.0,99.1476,99.1476,,,HD 21019,False,True,True,True,True,False
GJ 3021 Ab,Confirmed,,0.09,0.09,3.37,0.09,0.09,,,,133.71,0.2,0.2,0.49,,,0.51,0.02,0.02,,,,0.027809,2000,2025-03-24,290.7,3.0,3.0,2451546.0,,,,,,,,,,,,,,,,,,,,,167.0,4.0,4.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"SAO 258219 b, HIP 1292 b, TYC 9354-00780-1 b, 2MASS J00161266-7951042 b, HD 1237 b",,GJ 3021 A,4.05,-79.8511111,6.59,,,,,17.62,0.17,0.17,0.1,0.08,0.08,0.9,,,0.9,,,G6V,8.77,,,5540.0,75.0,75.0,,,HD 1237,False,False,True,False,True,False
GJ 3222 Ab,Confirmed,,0.006,0.011,0.038,0.006,0.011,,,,10.7,0.002,0.003,0.091,0.004,0.004,0.913,0.08,0.042,,,,,2022,2024-09-28,290.895,27.775,24.72,,,,,,,,,,,,,,,,,,,,,,9.601,3.033,8.305,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"HD 21175 b, HD 21175 Ab",,GJ 3222 A,50.89689779001,-40.07637907303,6.9,5.986,5.333,4.948,4.767,17.692,0.00785,0.00785,0.16,0.06,0.06,0.86,0.04,0.04,,,,K0V,3.7,3.3,1.7,5257.46,,,,,"HD 21175, HD 21175 A, HIP 15799",False,False,True,False,True,False
GJ 676 Ae,Confirmed,,0.005,0.005,0.036,0.005,0.005,,,,35.37,0.07,0.07,0.187,0.007,0.007,0.24,0.12,0.12,,,,,2012,2024-07-29,332.0,126.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 676 A,262.5458333,-51.6369444,9.59,,,,,16.45,0.44,0.44,0.23,0.1,0.1,0.71,0.04,0.04,,,,M0V,,,,,,,,,LDS 599 A,True,True,True,False,True,False
GJ 777 Ac,Confirmed,0.08,0.011,0.049,0.06381,0.00994,0.00994,,,,17.1056155,0.000511,0.000511,0.1296,0.0018,0.0017,0.165,0.024,0.023,90.0,44.0,45.0,0.0081,2005,2025-05-20,323.4,9.2,9.1,2455570.3,2.9,1.5,,,,,,,,,,0.00081,,,,,,,,,5.2,0.37,0.37,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 190360 c,,GJ 777 A,300.9041667,29.8966667,5.74,,,,,16.0069,0.0159,0.0159,0.19,0.1,0.1,0.98,0.1197,0.1197,1.168,0.0536,0.0536,G5IV-V,8.2,,,5549.0,111.723,111.723,,,"HR 7670, LAL 38380, LDS 6339 A, HD 190360",False,False,True,False,True,False
GJ 777 Ad,Confirmed,0.032,0.004,0.004,,,,,,,88.9,0.1,0.2,0.3947,0.0004,0.0007,0.1,0.1,0.1,,,,,2020,2024-08-03,-0.7,1.1,2.4,,,,,,,,,,,,,,,,,,,,,,1.5,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 190360 d,,GJ 777 A,300.9041667,29.8966667,5.74,,,,,16.0069,0.0159,0.0159,0.19,0.1,0.1,0.98,0.1197,0.1197,1.168,0.0536,0.0536,G5IV-V,8.2,,,5549.0,111.723,111.723,,,"HR 7670, LAL 38380, LDS 6339 A, HD 190360",False,False,True,False,True,False
GJ 785 b,Confirmed,,0.003,0.003,0.0532,0.003,0.003,,,,74.72,0.1,0.1,0.32,0.005,0.005,0.13,0.04,0.04,,,,0.035911,2010,2019-06-13,173.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,3.0,0.12,0.12,355.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HD 192310 b,,GJ 785,303.8208333,-27.0330556,6.13,,,,,8.911,0.024,0.024,0.08,0.03,0.03,0.78,0.02,0.02,0.68,0.02,0.02,K1V,,,,5144.0,50.0,50.0,IR Excess,,,False,True,True,False,True,False
GJ 86 Ab,Confirmed,,0.1,0.1,4.27,0.1,0.1,,,,15.78,0.04,0.04,0.1177,0.0015,0.0015,0.046,0.004,0.004,,,,0.010092,2000,2025-03-24,270.0,4.0,4.0,2451169.0,23.0,6.0,,,,,,,,,,,,,,,,,,,372.8,45.0,50.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"HD 13445 b, HD 13445 Ab",,GJ 86 A,32.6080593836,-50.8237272164,6.11,,4.79,4.25,4.12,10.7836,0.00535,0.00535,-0.234,0.0169,0.0169,0.88,0.115,0.115,0.7905,0.0519,0.0519,K1V,2.03,,,5188.5,139.798,139.798,,,"HIP 10138, HD 13445, ESG 1 A",False,False,True,False,True,False
Gl 725 Ab,Confirmed,,0.35,0.35,2.78,0.35,0.35,,,,11.2202,0.0051,0.0051,0.068,0.001,0.001,0.2,0.14,0.19,,,,,2024,2025-02-11,150.0,40.0,70.0,2458597.7,0.5,0.5,,,,,,,,,,,,,,,,,,,1.69,0.26,0.26,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Gl 725 A,280.69458333333336,59.63038888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True
HD 100655 Ab,Confirmed,,0.2,0.1,1.7,0.2,0.1,,,,157.57,0.65,0.65,0.76,0.04,0.04,0.085,0.054,0.054,,,,0.00623,2011,2024-08-01,132.0,37.0,37.0,2453072.4,15.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 100655 A,173.7666667,20.4416667,6.45,,,,,122.0,8.0,8.0,0.15,0.12,0.12,2.4,0.4,0.4,9.3,1.1,1.1,G9/K0III,,,,4861.0,110.0,110.0,,,,False,True,True,False,True,False
HD 10180 d,Confirmed,,,,0.03696945,,,,,,16.3579,0.038,0.038,0.1286,0.002,0.002,0.088,0.041,0.041,,,,0.003264,2010,2012-01-30,315.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 10180,24.475,-60.5116667,7.33,,,,,39.4,1.0,1.0,0.08,0.01,0.01,1.06,0.05,0.05,,,,G1V,4.3,0.5,0.5,5911.0,19.0,19.0,,,,False,False,True,False,True,False
HD 10180 e,Confirmed,,,,0.07897304,,,,,,49.745,0.022,0.022,0.2699,0.0042,0.0042,0.026,0.036,0.036,,,,0.00685,2010,2012-01-30,166.0,110.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 10180,24.475,-60.5116667,7.33,,,,,39.4,1.0,1.0,0.08,0.01,0.01,1.06,0.05,0.05,,,,G1V,4.3,0.5,0.5,5911.0,19.0,19.0,,,,False,False,True,False,True,False
HD 10180 f,Confirmed,,,,0.07519743,,,,,,122.76,0.17,0.17,0.4929,0.0078,0.0078,0.135,,,,,,0.01251,2010,2012-01-30,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 10180,24.475,-60.5116667,7.33,,,,,39.4,1.0,1.0,0.08,0.01,0.01,1.06,0.05,0.05,,,,G1V,4.3,0.5,0.5,5911.0,19.0,19.0,,,,False,False,True,False,True,False
HD 101930 Ab,Confirmed,,,,0.3,,,,,,70.46,0.18,0.18,0.302,,,0.11,0.02,0.02,,,,0.009905,2005,2024-08-01,251.0,11.0,11.0,2453145.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 101930 A,175.875,-58.0066667,8.21,,,,,30.49,,,0.17,0.06,0.06,0.74,0.05,0.05,,,,K1V,5.39,,,5079.0,62.0,62.0,,,,False,False,True,False,True,False
HD 102117 b,Confirmed,,0.018,0.018,0.172,0.018,0.018,,,,20.67,0.04,0.04,0.1532,0.0088,0.0088,0.106,0.07,0.07,,,,0.003648,2004,2014-08-30,283.0,3.0,3.0,2450942.9,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 102117,176.2083333,-58.7036111,7.47,,,,,42.0,,,0.3,0.03,0.03,1.03,0.05,0.05,1.27,,,G6V,6.21,,,5672.0,22.0,22.0,,,,False,False,True,False,True,False
HD 102272 b,Confirmed,,0.2,0.2,5.9,0.2,0.2,,,,127.58,0.3,0.3,0.614,0.001,0.001,0.05,0.04,0.04,,,,0.001706,2008,2008-06-11,118.0,58.0,58.0,52146.5,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 102272,176.6,14.1238889,8.71,,6.9,6.4,6.26,360.0,90.0,90.0,0.26,0.08,0.08,1.9,0.3,0.3,10.1,4.6,4.6,K0,,,,4908.0,35.0,35.0,,,,False,True,True,False,True,False
HD 102365 Ab,Confirmed,,0.008,0.008,0.05,0.008,0.008,,,,122.1,0.3,0.3,0.46,0.04,0.04,0.34,0.14,0.14,,,,0.049784,2011,2025-02-11,105.0,22.0,22.0,2450129.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"HD 102365 b, HR 4523 Ab, GJ 442 Ab",,HD 102365 A,176.6291667,-40.5002778,4.89,,,,,9.24,0.06,0.06,-0.28,0.07,0.07,0.85,,,,,,G2V,9.0,3.0,3.0,5650.0,100.0,100.0,IR Excess,,"HR 4523 A, GJ 442 A, LDS 6248 A",False,False,True,False,True,False
HD 102888 b,Confirmed,,0.15,0.15,5.69,0.15,0.15,,,,252.06,0.24,0.24,1.05,0.001,0.001,0.11,0.03,0.03,,,,,2025,2025-05-21,241.2,13.6,13.3,,,,,,,,,,,,,,,,,,,,,,102.3,2.8,2.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 102888,177.65491666666668,-27.27793611111111,6.48,,4.9,4.5,4.3,126.48,1.14,1.14,0.07,0.03,0.03,2.42,0.06,0.06,8.6,0.17,0.17,G8III,,,,4990.0,39.0,39.0,,,,False,True,True,False,True,False
HD 103197 b,Confirmed,,0.006,0.006,0.098,0.006,0.006,,,,47.84,0.03,0.03,0.249,0.004,0.004,0.0,,,,,,0.005051,2009,2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 103197,178.2208333,-50.2927778,9.41,,,,,49.3,3.6,3.6,0.21,0.04,0.04,0.9,,,,,,K1V,9.1,,,5303.0,58.0,58.0,,,,False,False,True,False,True,False
HD 103949 b,Confirmed,,0.0072,0.0072,0.0352,0.0072,0.0072,,,,120.878,0.45,0.45,0.439,0.009,0.009,0.19,0.12,0.12,,,,,2019,2019-04-26,127.74,68.3,68.3,,,,,,,,,,,,,,,,,,,,,,1.77,0.35,0.35,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 103949,179.55,-23.92,,,,,,26.52,0.05,0.05,,,,0.77,0.04,0.04,,,,K3V,,,,4792.0,54.0,66.0,,,,False,True,True,False,True,True
HD 104067 b,Confirmed,,0.0104,0.0104,0.1954,0.0104,0.0104,,,,55.851,0.017,0.017,0.2674,0.0033,0.0033,0.12,0.051,0.051,,,,0.012707,2009,2024-03-27,27.0,25.0,25.0,2454159.5,3.5,3.5,,,,,,,,,,,,,,,,2454043.15,0.056,0.056,12.0,0.6,0.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 104067,179.7916667,-20.3538889,7.93,,,,,20.8,0.04,0.04,-0.06,0.05,0.05,0.791,0.02,0.02,,,,K2V,4.33,3.99,3.99,4969.0,72.0,72.0,IR Excess,,,False,False,True,False,True,False
HD 104067 c,Confirmed,,0.006,0.006,0.0415,0.006,0.006,,,,13.8992,0.004,0.005,0.1058,0.0013,0.0013,0.29,0.13,0.13,,,,,2024,2024-04-15,37.0,33.0,33.0,2455191.6,1.2,1.2,,,,,,,,,,,,,,,,,,,4.25,0.63,0.63,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 104067,179.7916667,-20.3538889,7.93,,,,,20.8,0.04,0.04,-0.06,0.05,0.05,0.791,0.02,0.02,,,,K2V,4.33,3.99,3.99,4969.0,72.0,72.0,IR Excess,,,False,False,True,False,True,False
HD 104985 b,Confirmed,,,,8.3,,,,,,199.505,0.085,0.085,0.95,,,0.09,0.009,0.009,,,,0.007647,2003,2016-01-22,203.5,5.7,5.7,2451927.5,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 104985,181.3125,76.9055556,5.79,,,,,102.0,,,-0.35,,,1.6,,,10.87,0.36,0.36,G9 III,2.95,0.65,0.65,4786.0,,,,,,False,False,True,False,True,False
HD 105618 b,Confirmed,,0.008,0.007,0.08,0.008,0.007,,,,10.0,0.001,0.001,0.091,0.004,0.004,0.455,0.038,0.041,,,,,2022,2024-06-15,306.513,3.817,3.711,,,,,,,,,,,,,,,,,,,,,,8.356,0.213,0.207,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 105618,182.40258676909,11.21157827248,8.64,,7.416,7.139,7.014,70.0837,0.247,0.247,,,,1.01,0.129,0.129,1.274,0.0546,0.0546,G3IV-V,,,,5671.0,105.878,105.878,,,,False,True,True,False,True,False
HD 107148 Ab,Confirmed,,0.036,0.036,0.21,0.036,0.036,,,,48.056,0.057,0.057,0.269,0.016,0.016,0.05,0.17,0.17,,,,0.005244,2006,2024-08-01,75.0,,,2439969.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 107148 A,184.8041667,-3.3197222,8.01,,,,,51.3,2.6,2.6,0.314,,,1.12,,,,,,G5V,5.6,,,5797.0,,,,,,False,False,True,False,True,False
HD 107148 Ac,Confirmed,,0.0098,0.0098,0.0626,0.0098,0.0098,,,,18.3267,0.0024,0.0024,0.1406,0.0018,0.0018,0.34,0.16,0.13,,,,,2021,2024-08-01,315.5,24.0,38.0,,,,2455203.4,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 107148 A,184.8041667,-3.3197222,8.01,,,,,51.3,2.6,2.6,0.314,,,1.12,,,,,,G5V,5.6,,,5797.0,,,,,,False,False,True,False,True,False
HD 108147 b,Confirmed,,0.04,0.04,0.261,0.04,0.04,,,,10.8985,0.0045,0.0045,0.102,0.06,0.06,0.53,0.12,0.12,,,,0.002645,2002,2016-01-15,308.0,24.0,24.0,2450828.86,0.71,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 108147,186.4416667,-64.0219444,6.99,,,,,38.57,,,0.18,,,1.19,,,1.22,,,F8/G0 V,1.98,,,6067.0,,,,,,False,False,True,False,True,False
HD 109246 b,Confirmed,,0.09,0.09,0.77,0.09,0.09,,,,68.27,0.13,0.13,0.33,0.08,0.08,0.12,0.04,0.04,,,,0.00503,2010,2010-06-27,235.0,29.0,29.0,54824.6,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 109246,188.0291667,74.4894444,8.77,,,,,65.6,3.0,3.0,0.1,,,1.01,0.11,0.11,1.02,0.07,0.07,G0V,,,,5844.0,21.0,21.0,,,,False,True,True,False,True,False
HD 109271 Ac,Confirmed,,0.007,0.007,0.076,0.007,0.007,,,,30.93,0.02,0.02,0.196,0.003,0.003,0.15,0.09,0.09,,,,,2013,2025-02-11,4.0,120.0,120.0,2455733.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 109271 A,188.4,-11.6219,8.05,,,,,62.0,3.0,3.0,0.1,0.05,0.05,1.047,0.024,0.024,,,,G5V,7.3,1.2,1.2,5783.0,62.0,62.0,,,,False,False,True,False,True,False
HD 10975 b,Confirmed,,0.15,0.06,0.45,0.15,0.06,,,,283.8,0.1,12.7,0.95,0.08,0.08,0.442,0.39,0.04,,,,,2021,2021-12-15,135.0,35.0,15.0,2455450.7,183.0,29.0,,,,,,,,,,,,,,,,,,,12.3,3.5,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 10975,27.162500013,37.952777799,,,,,,,,,,,,,,,,,,K0 III,,,,,,,,,,True,True,True,False,True,True
HD 11506 c,Confirmed,,0.057,0.057,0.408,0.057,0.057,,,,223.41,0.32,0.32,0.774,0.038,0.038,0.193,0.038,0.038,,,,0.011873,2009,2024-06-15,259.0,16.0,16.0,2463230.0,11.0,11.0,,,,,,,,,,,,,,,,,,,12.1,0.41,0.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11506,28.2125,-19.5069444,7.51,,,,,51.261,0.14,0.14,0.31,0.1,0.1,1.24,0.18,0.18,1.34,0.05,0.05,G0V,2.3,0.58,0.58,6030.0,,,,,,False,False,True,False,True,False
HD 115404 Ab,Confirmed,,0.022,0.02,0.097,0.022,0.02,,,,10.5,0.002,0.001,0.088,0.004,0.003,0.232,0.138,0.197,,,,,2022,2024-07-28,259.222,85.216,66.837,,,,,,,,,,,,,,,,,,,,,,10.507,2.011,2.396,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 115404 A,199.21271429067625,17.017178028140833,6.66,,4.9,4.584,4.38,10.9816,0.0044,0.0044,-0.1567,0.0224,0.0224,0.83,0.1022,0.1022,0.727,0.0545,0.0545,K0V,,,,5019.17,148.09,148.09,,,GJ 505 A,False,True,True,False,True,False
