name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,unknown_teff,unknown_age,unknown_radius,unknown_period,unknown_impact,unknown_mag_v
MOA-2011-BLG-028L b,Confirmed,0.094,0.038,0.05,,,,,,,,,,7.14,0.64,0.64,,,,,,,,2015,2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2011-BLGL-028L,270.858333342,-29.213333348,,,,,,7380.0,620.0,520.0,,,,0.75,0.3,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2011-BLG-262L b,Confirmed,0.09099,0.01495,0.01495,,,,,,,,,,0.82,0.12,0.12,,,,,,,,2013,2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2011-BLG-262L,270.095833341,-30.754722208,,,,,,7490.0,910.0,910.0,,,,0.19,0.03,0.03,,,,M4.5V,,,,,,,,,,True,True,True,True,True,True
MOA-2011-BLG-274 b,Confirmed,0.8,0.3,0.3,,,,,,,,,,40.0,,,,,,,,,,2014,2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-274,268.675000014,-28.91638892,,,,,,800.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2011-BLG-291 b,Confirmed,0.085,0.053,0.148,,,,,,,,,,1.4,0.3,0.8,,,,,,,,2018,2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2011-BLG-291,268.866666676,-29.170555562,,,,,,7000.0,1500.0,1500.0,,,,0.22,0.13,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2011-BLG-293L b,Confirmed,4.8,0.3,0.3,,,,,,,,,,1.1,0.1,0.1,,,,,,,0.00014,2012,2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-293L,268.9125,-28.4769444,,,,,,7700.0,440.0,440.0,,,,0.86,0.06,0.06,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2011-BLG-322L b,Confirmed,7.8,8.6,4.3,,,,,,,,,,3.6,1.5,1.3,,,,,,,,2013,2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-322,271.225,-27.2208,,,,,,7740.0,970.0,910.0,,,,0.31,0.34,0.17,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2012-BLG-006 b,Confirmed,8.4,3.9,4.6,,,,,,,,,,10.2,2.4,1.8,,,,,,,,2017,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2012-BLG-006,270.441666682,-29.108888898,,,,,,5300.0,1300.0,800.0,,,,0.49,0.23,0.27,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2012-BLG-505L b,Confirmed,6.7,3.5,10.6,,,,,,,,,,1.12,0.32,0.67,,,,,,,,2017,2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2012-BLG-505L,268.141666678,-32.040000006,,,,,,7210.0,1100.0,1100.0,,,,0.1,0.05,0.16,,,,M,,,,,,,,,,True,True,True,True,True,True
MOA-2013-BLG-220L b,Confirmed,2.74,0.17,0.17,,,,,,,,,,3.03,0.27,0.27,,,,,,,,2014,2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2013-BLG-220L,270.987500019,-28.455277758,,,,,,6720.0,590.0,590.0,,,,0.88,0.05,0.05,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2013-BLG-605L b,Confirmed,0.066,0.02,0.02,,,,,,,,,,4.2,0.9,0.9,,,,,,,,2015,2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2013-BLG-605L,269.679166681,-29.398333353,,,,,,3600.0,800.0,600.0,,,,0.19,0.06,0.06,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2014-BLG-472 b,Confirmed,1.9,1.2,1.22,,,,,,,,,,0.96,0.31,0.31,,,,,,,,2021,2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,Microlensing,,,,MOA-2014-BLG-472,270.079166673,-28.148888904,,,,,,7200.0,1700.0,600.0,,,,0.31,0.19,0.36,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2016-BLG-227L b,Confirmed,2.3,1.2,2.6,,,,,,,,,,1.64,0.36,0.93,,,,,,,,2017,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2016-BLG-227L,271.475000018,-27.714166692,,,,,,6400.0,1000.0,1000.0,,,,0.24,0.12,0.27,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2016-BLG-319L b,Confirmed,0.62,0.33,1.16,,,,,,,,,,0.95,0.2,0.17,,,,,,,,2018,2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2016-BLG-319L,268.741666686,-29.750555571,,,,,,6800.0,1400.0,1200.0,,,,0.15,0.08,0.28,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2016-BLG-526 b,Confirmed,6.93,0.75,0.75,,,,,,,,,,2.07,0.35,0.35,,,,,,,,2024,2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"KMT-2016-BLG-1611, OGLE-2016-BLG-1705",,MOA-2016-BLG-526,266.6682916666667,-34.38608055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2016-BLG-532 b,Confirmed,0.41,0.33,0.33,,,,,,,,,,1.09,0.17,0.17,,,,,,,,2023,2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2016-BLG-0506,,MOA-2016-BLG-532,269.433333348,-29.10722223,,,,,,,,,,,,,,,,,,,,,,,,,,,"KMT-2016-BLG-0506, OGL-2016-BLG-1749",True,True,True,True,True,True
MOA-2019-BLG-421 b,Confirmed,0.54,0.37,0.64,,,,,,,,,,2.0,1.1,1.6,,,,,,,,2023,2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2019-BLG-2991 b,,MOA-2019-BLG-421,271.545833337,-27.485555567,,,,,,7000.0,900.0,700.0,,,,0.3,0.2,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2020-BLG-135 b,Confirmed,0.0356,0.0217,0.0604,,,,,,,,,,1.11,0.2,0.2,,,,,,,,2022,2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2020-BLG-135,268.425000014,-29.807500022,,,,,,7900.0,1000.0,1000.0,,,,0.23,0.14,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2020-BLG-208 b,Confirmed,0.2168,0.107,0.12,,,,,,,,,,2.88,0.4,0.4,,,,,,,,2022,2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2020-BLG-208,268.433333348,-32.589444461,,,,,,7490.0,1130.0,990.0,,,,0.656,0.32,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2022-BLG-033 b,Confirmed,0.03823,0.01966,0.02961,,,,,,,,,,2.15,0.75,1.17,,,,,,,,2025,2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2022-BLG-033L,272.8756666666667,-25.05308055555556,,,,,,1840.0,640.0,1000.0,,,,0.51,0.26,0.39,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2022-BLG-091L b,Confirmed,3.59,1.67,2.0,,,,,,,,,,3.63,1.31,1.3,,,,,,,,2025,2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2022-BLG-0114 b,,MOA-2022-BLG-091,268.9422083333333,-32.34143888888889,,,,,,4250.0,1530.0,1520.0,,,,0.75,0.35,0.42,,,,G8V,,,,,,,,,KMT-2022-BLG-0114,True,True,True,True,True,True
MOA-2022-BLG-249L b,Confirmed,0.0152,0.00453,0.00453,,,,,,,,,,1.63,0.35,0.35,,,,,,,,2023,2023-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2022-BLG-249L,268.866666676,-28.306111122,,,,,,2000.0,420.0,420.0,,,,0.18,0.05,0.05,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-2022-BLG-563 b,Confirmed,0.4,0.25,0.31,,,,,,,,,,2.25,0.25,0.25,,,,,,,,2024,2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2022-BLG-563,270.30020833333333,-27.83583055555556,,,,,,6530.0,1600.0,1120.0,,,,0.48,0.3,0.36,,,,,,,,,,,,,,True,True,True,True,True,True
MOA-bin-1L b,Confirmed,3.7,2.1,2.1,,,,,,,,,,8.3,4.5,4.5,,,,,,,0.001627,2012,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,MOA-bin-1 b,,MOA-bin-1L,261.7925,-29.793972,,,,,,5100.0,1900.0,1200.0,,,,0.75,0.41,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
NGTS-29 b,Confirmed,0.39,0.03,0.03,,,,0.857,0.012,0.012,69.33684,1e-05,1e-05,0.347,0.029,0.029,0.17,0.1,0.02,,,,,2024,2024-05-14,-104.0,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,18.8,14.0,14.0,414.0,7.0,28.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-2447 b,,NGTS-29,70.9975,-39.906666666666666,10.0,,,,,149.4,0.3,0.3,0.18,0.08,0.08,1.034,0.032,0.032,1.006,0.009,0.009,,2.1,1.0,1.0,5730.0,80.0,80.0,,,TOI-2447,False,False,False,False,True,False
OGLE-2003-BLG-235L b,Confirmed,2.34,0.53,0.53,,,,,,,,,,4.0,0.7,2.1,,,,,,,0.000981,2004,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,MOA-2003-BLG-53 b,,OGLE-2003-BLG-235L,271.3166667,-28.895,,19.7,,,,5260.0,710.0,710.0,,,,0.56,0.06,0.06,,,,,,,,,,,,,MOA-2003-BLG-53,True,True,True,True,True,True
OGLE-2005-BLG-169L b,Confirmed,0.0444,0.003,0.003,,,,,,,,,,4.0,0.6,2.2,,,,,,,0.001037,2005,2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2005-BLG-169L,271.5208333,-30.7325,,20.4,,,,4100.0,400.0,400.0,,,,0.69,0.02,0.02,,,,K5,,,,,,,,,,True,True,True,True,True,True
OGLE-2006-BLG-284 b,Confirmed,0.453,0.258,0.431,,,,,,,,,,2.2,0.8,0.8,,,,,,,,2020,2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2006-BLG-284,269.658333346,-29.136666672,,,,,,4000.0,1500.0,1500.0,,,,0.45,0.3,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2007-BLG-349L (AB)b,Confirmed,0.25,0.041,0.041,,,,,,,,,,2.59,0.34,0.43,,,,,,,,2016,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2007-BLG-349L (AB),271.350000008,-26.421944457,,,,,,2760.0,380.0,380.0,,,,0.71,0.12,0.12,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2007-BLG-368L b,Confirmed,0.0694,,,,,,,,,,,,3.3,8.8,8.8,,,,,,,0.000559,2008,2009-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2007-BLG-368L,269.1083333,-32.2375,,,,,,5900.0,1400.0,1400.0,,,,0.64,0.26,0.26,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2008-BLG-092L Ab,Confirmed,0.18,,,,,,,,,,,,15.0,,,,,,,,,,2014,2024-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,OGLE-2008-BLG-092L b,,OGLE-2008-BLG-092L A,266.872583343,-34.7265555778,,13.9,,,,7000.0,,,,,,0.71,,,,,,,,,,,,,,,OGLE-2008-BLG-092L,True,True,True,True,True,True
OGLE-2008-BLG-355L b,Confirmed,4.6,2.2,3.7,,,,,,,,,,1.7,0.3,0.3,,,,,,,,2014,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2008-BLG-355L,269.786708336,-29.2405277552,,,,,,6800.0,1100.0,1100.0,,,,0.37,0.17,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2011-BLG-0173L b,Confirmed,0.19,0.11,0.19,,,,,,,,,,10.0,,,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2011-BLG-0173L,269.316666672,-28.683888903,,,,,,6200.0,1.7,1.3,,,,0.4,0.2,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2011-BLG-0251L b,Confirmed,0.96,0.14,0.14,,,,,,,,,,3.86,0.64,0.64,,,,,,,,2012,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2011-BLG-0251L,264.559083338,-27.1361388938,,,,,,4090.0,660.0,660.0,,,,0.47,0.07,0.07,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2011-BLG-0265L b,Confirmed,0.88,0.18,0.27,,,,,,,,,,1.89,0.25,0.25,,,,,,,,2015,2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2011-BLG-0265L,269.450000016,-27.394444461,,,,,,4380.0,510.0,450.0,,,,0.211,0.068,0.045,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2012-BLG-0026L b,Confirmed,0.11,0.002,0.002,,,,,,,,,,3.82,0.3,0.3,,,,,,,,2012,2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080.0,300.0,300.0,,,,0.82,0.13,0.13,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2012-BLG-0026L c,Confirmed,0.68,0.1,0.1,,,,,,,,,,4.63,0.37,0.37,,,,,,,,2012,2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080.0,300.0,300.0,,,,0.82,0.13,0.13,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2012-BLG-0406L b,Confirmed,2.73,0.43,0.43,,,,,,,,,,3.45,0.26,0.26,,,,,,,,2013,2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0406L,268.325,-30.4711,,,,,,4970.0,290.0,290.0,,,,0.44,0.07,0.07,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2012-BLG-0563L b,Confirmed,1.116,0.087,0.087,,,,,,,,,,1.5,0.16,0.16,,,,,,,,2015,2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0563L,271.490500019,-27.7120000236,,,,,,5490.0,560.0,560.0,-0.66,0.07,0.07,0.801,0.033,0.033,,,,dK,,,,,,,,,,True,True,True,True,True,True
OGLE-2012-BLG-0724L b,Confirmed,0.47,0.26,0.54,,,,,,,,,,1.6,0.3,0.4,,,,,,,,2016,2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2012-BLG-0724L,268.966666684,-29.818611129,,,,,,6700.0,1200.0,1100.0,,,,0.29,0.16,0.33,,,,M,,,,,,,,,,True,True,True,True,True,True
OGLE-2012-BLG-0838 b,Confirmed,0.25,0.12,0.12,,,,,,,,,,4.2,1.0,1.4,,,,,,,,2019,2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2012-BLG-0838,273.004166667,-25.71166669,,,,,,6620.0,850.0,850.0,,,,0.54,0.25,0.25,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2012-BLG-0950L b,Confirmed,0.11,0.028,0.053,,,,,,,,,,2.7,0.7,0.6,,,,,,,,2016,2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2012- BLG-527 b,,OGLE-2012-BLG-0950L,272.019250002,-29.7315833596,,,,,,3000.0,1100.0,800.0,,,,0.56,0.16,0.12,,,,M,,,,5500.0,,,,,MOA-2012- BLG-527,False,True,True,True,True,True
OGLE-2013-BLG-0132L b,Confirmed,0.26,0.028,0.028,,,,,,,,,,3.14,0.28,0.28,,,,,,,,2017,2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-0132L,269.764625001,-28.4210277896,,,,,,3900.0,1300.0,1500.0,,,,0.54,0.23,0.3,,,,,,,,,,,,,MOA-2013-BLG-148 ,True,True,True,True,True,True
OGLE-2013-BLG-0341L Bb,Confirmed,0.00522291791209,0.00056634049649,0.00056634049649,,,,,,,,,,0.702,0.022,0.022,,,,,,,,2014,2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2013-BLG-0341L B,268.029166669,-29.846111138,,,,,,911.0,70.0,70.0,,,,0.1127,0.0089,0.0089,,,,,,,,,,,,,MOA-2013-BLG-260,True,True,True,True,True,True
OGLE-2013-BLG-0911L b,Confirmed,10.08,3.6,3.6,,,,,,,,,,10.8,10.4,10.4,,,,,,,,2019,2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-0911L,268.883333344,-29.253888897,,,,,,3220.0,350.0,470.0,,,,0.29,0.09,0.09,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2013-BLG-1721L b,Confirmed,0.64,0.31,0.35,,,,,,,,,,2.6,0.7,0.5,,,,,,,,2017,2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,MOA-2013-BLG-618 b,,OGLE-2013-BLG-1721L,268.126541677,-30.2926944576,,,,,,6300.0,1600.0,1100.0,,,,0.46,0.23,0.26,,,,,,,,,,,,,MOA-2013-BLG-618,True,True,True,True,True,True
OGLE-2014-BLG-0124L b,Confirmed,0.64,0.044,0.044,,,,,,,,,,3.48,0.22,0.22,,,,,,,,2014,2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0124L,270.620833343,-28.396388907,,,,,,3600.0,300.0,300.0,,,,0.89,0.05,0.05,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2014-BLG-0221L b,Confirmed,4.35,1.9,70.0,,,,,,,,,,3.76,1.0,8.0,,,,,,,,2023,2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0221,270.304166671,-27.426944461,,,,,,4000.0,300.0,3500.0,,,,0.69,0.3,0.26,,,,,,,,,,,,,"MOA 2014-BLG-69, OGLE-2014-BLG-0284",True,True,True,True,True,True
OGLE-2014-BLG-0319 b,Confirmed,0.57,0.31,0.36,,,,,,,,,,3.49,1.1,1.2,,,,,,,,2022,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0319,266.962500017,-33.93500002,,,,,,7730.0,2840.0,1140.0,,,,0.52,0.2,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2014-BLG-0676L b,Confirmed,3.68,1.44,0.77,,,,,,,,,,4.53,2.5,1.5,,,,,,,,2016,2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0676L,268.104166675,-30.548333356,,,,,,2670.0,1040.0,770.0,,,,0.73,0.29,0.14,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2014-BLG-1186L b,Confirmed,0.142,0.028,0.028,,,,,,,,,,,,,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1186L,265.5,-34.288333343,,,,,,1700.0,300.0,300.0,,,,0.35,0.06,0.06,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2014-BLG-1722L b,Confirmed,0.174,0.104,0.16,,,,,,,,,,1.9,0.8,1.3,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1722L,268.754166667,-31.469166678,,,,,,6400.0,130.0,190.0,,,,0.4,0.24,0.36,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2014-BLG-1722L c,Confirmed,0.2633,0.16,0.271,,,,,,,,,,2.5,1.1,2.2,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1722L,268.754166667,-31.469166678,,,,,,6400.0,130.0,190.0,,,,0.4,0.24,0.36,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2014-BLG-1760L b,Confirmed,0.931,0.12,0.12,,,,,,,,,,1.887,0.38,0.38,,,,,,,,2016,2025-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1760L,269.408333346,-28.963055585,,,,,,6060.0,1110.0,1110.0,,,,0.51,0.28,0.44,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2015-BLG-0954L b,Confirmed,4.4,1.6,1.6,,,,,,,,,,1.2,,,,,,,,,,2016,2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0954L,270.183333348,-28.660833355,,,,,,600.0,200.0,400.0,,,,0.37,0.14,0.14,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2015-BLG-0966L b,Confirmed,0.066,0.006,0.006,,,,,,,,,,2.4,0.3,0.3,,,,,,,,2015,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0966L,268.754166667,-29.047222234,,,,,,2900.0,400.0,400.0,,,,0.38,0.04,0.04,,,,M,,,,,,,,,,True,True,True,True,True,True
OGLE-2015-BLG-1609L b,Confirmed,0.24,0.17,0.9,,,,,,,,,,,,,,,,,,,,2024,2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1609L,270.8237916666667,-26.90711111111111,,,,,,3300.0,2100.0,2600.0,,,,0.17,0.12,0.63,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2015-BLG-1649 b,Confirmed,2.54,1.4,1.5,,,,,,,,,,2.07,0.77,0.65,,,,,,,,2019,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1649,271.204166683,-32.633055581,,,,,,4230.0,1640.0,1510.0,,,,0.34,0.19,0.19,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2015-BLG-1670L b,Confirmed,0.0563,0.0277,0.0302,,,,,,,,,,3.2,0.8,1.8,,,,,,,,2018,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2015-BLG-1670L,268.158791679,-28.5519166792,,,,,,6700.0,130.0,100.0,,,,0.55,0.28,0.28,,,,,,,,,,,,,,True,True,True,True,True,True
